state,district,disease,no_of_cases,deaths,start_of_outbreak,date_of_reporting,status,action
Tamil Nadu,Virudhunagar - Sivakasi,Food Borne Illness,07,0,07-03-2022,08-03-2022,Under Control,"Cases reported from Village Thirumalapuram, HSC Villupannur, PHC T. Managaseri, Block Srivilliputhur, District Virudhunagar – Sivakasi. Cases presented with vomiting and loose stools. Lab samples were not sent for lab analysis. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets and ORS sachets were distributed. Health education was given regarding appropriate food hygiene and adequate sanitation measures."
Tamil Nadu,Madurai,Chickenpox,25,0,05-03-2022,07-03-2022,Under Control,"Cases reported from Village/HSC Thenpalanji, PHC Nagamalai Pudukottai, Block Thirupparankundram, District Madurai. Cases presented with vesicular rashes, fever, headache and itchiness. District RRT investigated the outbreak. Lab samples were not sent. House to house survey of vesicular rash cases were done. Cases were isolated. Appropriate treatment was provided. Disinfection of infected houses was done. Health education was given. Cases reported from Village Halisahar"
West Bengal,North 24 Parganas,Acute Diarrheal Disease,556,0,05-03-2022,06-03-2022,Under Surveillance,"Municipality/ Ward no 8, 9, 10, 11, 12, 13, 14, 16, 17, 20, 22, District North 24 Parganas. Cases presented with loose stools and abdominal pain. District RRT investigated the outbreak. Four water samples were sent to NICED and four sent to PHE Lab. Three stool samples sent to NICED. No microorganism was found in rectal swab samples. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets and ORS sachets were distributed. Health education was given regarding importance of safe drinking water and sanitation practices."
Kerala,DISEASE OUTBREAKS OF PREVIOUS WEEKS REPORTED LATE Trivandrum,Dengue,09,0,22-02-,Under 22 Surveillance,"Cases reported from Village/PHC/Block Poovar, SC/HSC Beach, District District samples were sent for lab analysis, of which positive investigated the outbreak. Source reduction activities like anti-larval sprays were used and fogging done. Health education control measures.","Trivandrum. Cases presented with fever. RRT investigated the outbreak. Nine blood , four were for Dengue by IgM ELISA. District RRT was given regarding importance of vector"
Tamil Nadu,Ariyalur,Dengue,06,0,05-02-2022,Under Control,"Cases reported from Village Keezha PHC, Ariyalur, District Ariyalur. Cases presented with fever and body pain. 10 blood samples and five water samples were sent to Government District samples, one sample was found positive for Dengue by IgM ELISA. Water samples showed absence of coliforms. District RRT investigated the outbreak. Source reduction activities like anti done. Health education was given regarding importance of vector control measures.","Street, PHC Urban HSC Oppilathaman, Block Kadugur, Raja Mirasudar Hospital, Thanjavur and Microbiology lab, Ariyalur. Out of 10 blood -larval sprays were used and fogging"
Tamil Nadu,Ariyalur,Pyrexia of Unknown Origin,15,0,31-01-,Under 22 Control,"Cases reported PHC/Block T. Palur, District with fever and body pain. 10 blood samples and four water samples were sent to District Microbiology Lab MCH. Water sample showed absence of coliforms. Each blood sample Chikungunya, RRT investigated the outbreak. Source reduction activities like anti-larval sprays were used and fogging done. Health education control measures.","from Village/HSC Nayaganaipriyal, Ariyalur. Cases presented -Ariyalur was negative for Dengue, Typhoid, Leptospirosis; Hepatitis A & E. District was given regarding importance of vector"
Tamil Nadu,Virudhunagar,Dengue,17,0,16-02-,Under 22 Control,"Cases reported Thandiyanenthal, District Virudhunagar. body pain. District RRT investigated the case. Five bloo samples were sent to DPHL Virudhunagar. Of these, three were found positive for Dengue by IgM ELISA. District RRT investigated the outbreak. Source reduction activities like anti-larval sprays were used and fogging done. Health education control measures.","from Village Nanthikudu, HSC PHC Mallankinar, Block Kariyapatti, Cases presented with fever and d was given regarding importance of vector"
Karnataka,Haveri,Acute Diarrheal Disease,25,0,17-03-2022,18-03-2022,Under Control,"Cases reported from Village-Konnur, PHC/ CHC-Tadas, Taluk-Shiggaon, District-Haveri. Blood samples and three water samples were collected and sent for lab analysis. Result awaited. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of safe drinking water. Case reported from Village-Bhukkapatna Town,"
Karnataka,Haveri,Acute Diarrheal Disease,36,0,18-03-2022,19-03-2022,Under Surveillance,"PHC/CHC-Bhukkapatna, Taluk-Sira, District- Tumakuru. Cases presented with stomach ache, loose stools and vomiting. Two vomiting sample, one stool sample, two water sample, food sample- rice, sambar collected for lab testing. Result awaited. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of"
Kerala,Idukki,Chickenpox,17,0,10-03-2022,15-03-2022,Under Control,"safe drinking water. Cases reported from Village- Peerumedu, HSC- Stage Brook, PHC & Block- Vandiperiyar, District-Idukki. Cases presented with vesicular rashes. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Cases were isolated."
Kerala,Ernakulam,Acute Diarrheal Disease,16,0,11-03-2022,22-03-2022,Under Surveillance,"Cases reported from Village & PHC-Payipra, Block-Pandapilly, District-Ernakulam. Cases presented with mild fever, abdominal pain, vomiting, loose stools. Six water samples were collected from the water sources and sent to District Water Treatment Laboratory and three stool samples were sent to RPH Lab Ernakulam. None of the samples showed presence of any organism. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of safe drinking water."
Maharashtra,Akola,Chickenpox,05,0,15-03-2022,17-03-2022,Under Surveillance,"Cases reported from Village- Kinkhed Karodi, SC-Kinkhed, PHC-Sawara, Block-Akot, District- Akola. Cases presented with fever and vesicular rash over trunk, back, extremities, face. Itching, headache. Five blood samples were sent for lab investigations to GMC Akola. All of them were negative for Measles. District RRT investigated the outbreak. House to house mass surveillance was done. Anti-larval activities were carried out. done. Daily fever surveillance was done. Health education was given."
Maharashtra,Akola,Chikungunya,09,0,12-03-2022,17-03-2022,Under Surveillance,"Cases reported from Village- Barshitakli, SC- Sarkinhi, PHC- Hatola, Block-Mahan, District- Akola. Cases presented with fever and rashes over trunk, back, extremities and face. Five blood samples were sent for lab investigations to GMC Akola. All of them were negative for Measles and Rubella. One sample tested positive for Chikungunya by IgM ELISA. District RRT investigated the outbreak. House to house mass surveillance was done. Anti-larval activities were carried out. done. Daily fever surveillance was done. Health education was given."
Odisha,Koraput,Acute Diarrheal Disease,41,0,22-03-2022,22-03-2022,Under Control,"Cases reported from Village- Doraguda Sevasrama School, GP/SC- Doraguda, Block/CHC-Boipariguda, District-Koraput. Cases presented with loose motions. Seven water samples and 31 rectal swab samples were sent for lab. Investigation. Of the total rectal swab samples, four showed presence of E.coli and eight showed presence of Enterobacter species. Out of the total water samples sent, three showed presence of E.coli. District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of safe drinking water."
Tamil Nadu,Krishnagiri,Food Borne Illness,07,0,18-03-2022,21-03-2022,Under Control,"Cases reported from Village- Mettusulagarai, HSC- Kattupatti, PHC- Anandur, Block-Mathur, District- Krishnagiri. Cases presented with vomiting, stomach ache, headache, nausea and abdominal pain. One water sample and one stool sample was sent to DPHL Krishnagiri. Water sample was found to be fit for drinking. Stool water showed no growth of any organism. Proper hygiene awareness imparted. District RRT investigated the case. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of safe drinking water and properly cooked food. People were encouraged to use proper toilets."
Tamil Nadu,Krishnagiri,Food Borne Illness,06,0,19-03-2022,21-03-2022,Under Surveillance,"Cases reported from Village- Ramamirtham street, Sethirabalapuram, HSC- Asikkadu, PHC- Komal, Block- Konerirajapuram, District- Mayiladuthurai. Cases presented with vomiting, stomach ache, headache, nausea and abdominal pain. Drinking water sample was sent for lab analysis to Regional Public Health Water Analysis Laboratory, Trichy. It was found that the water sample was not fit for drinking.District RRT investigated the outbreak. Symptomatic treatment was given to all the cases. Chlorine tablets were distributed. Health education was given regarding importance of safe drinking water and properly cooked food."
Tamil Nadu,Thanjavur,Scrub Typhus,35,0,16-03-2022,18-03-2022,Under Surveillance,"Cases reported from Village- Sathangudi, HSC- Agarathur, PHC-Kothangudi, Block- Kumbakonam, District- Thanjavur. Cases presented with fever and body pain. Three water and seven blood samples were sent to DPHL Thanjavur. Out of seven blood samples, four were found positive for Scrub typhus by IgM ELISA and one sample was found positive for Dengue by IgM ELISA. Water sample was found to be non-potable. District RRT investigated the outbreak. Door to door surveillance was done, disinfection activities were carried out. Health education was given regarding importance of"
Tamil Nadu,Ranipet,Chickenpox,07,0,17-03-2022,18-03-2022,Under Control,"vector control measures. Cases reported from Village- Nandhimangalam, HSC-Ayal, PHC- Karadikuppam, Block- Sholinghur, District- Ranipet. Cases presented with vesicular rashes over the entire body. No samples were sent for lab analysis. House to house survey of vesicular rash cases were done. Cases were isolated. Appropriate treatment was provided. Disinfection of infected houses was done. Health education was given. Cases reported from TS & MRS School &"
